gameId,characterNum,bestWeapon,routeId,mmrBefore,mmrGain,gameRank,equipment
65489385,33,1,0,0,0,3,"{""0"": 110504, ""1"": 202518, ""2"": 201413, ""3"": 205406, ""4"": 204303}"
65489385,29,1,7817,0,0,6,"{""0"": 110409, ""1"": 202503, ""2"": 201405, ""3"": 203506, ""4"": 204419}"
65489385,72,11,0,0,0,1,"{""0"": 118701, ""1"": 202504, ""2"": 201518, ""3"": 205501, ""4"": 204510}"
65489385,15,6,0,0,0,1,"{""0"": 113702, ""1"": 202511, ""2"": 201411, ""3"": 705608, ""4"": 204410}"
65489385,45,4,0,0,0,1,"{""0"": 109501, ""1"": 202416, ""2"": 201403, ""3"": 705601, ""4"": 204512}"
65489385,70,6,9394,0,0,2,"{""0"": 113701, ""1"": 202525, ""2"": 201502, ""3"": 205501, ""4"": 204510}"
65489385,87,24,1962,0,0,7,"{""0"": 130401, ""1"": 202503, ""2"": 201409, ""3"": 203410, ""4"": 204406}"
65489385,18,15,9496,0,0,6,"{""0"": 101402, ""1"": 202307, ""2"": 201526, ""3"": 705608, ""4"": 204406}"
65489385,89,9,0,0,0,3,"{""0"": 116409, ""1"": 202501, ""2"": 201526, ""3"": 203510, ""4"": 204410}"
65489385,54,8,6143,0,0,7,"{""0"": 115406, ""1"": 202503, ""2"": 201405, ""3"": 203506, ""4"": 204418}"
65489385,31,7,5212,0,0,7,"{""0"": 114401, ""1"": 202523, ""2"": 201404, ""3"": 205501, ""4"": 204416}"
65489385,71,14,0,0,0,3,"{""0"": 105405, ""1"": 202524, ""2"": 201527, ""3"": 203508, ""4"": 204514}"
65489385,46,16,9236,0,0,5,"{""0"": 102406, ""1"": 202515, ""2"": 201418, ""3"": 203407, ""4"": 204507}"
65489385,56,20,8257,0,0,4,"{""0"": 119503, ""1"": 202503, ""2"": 201520, ""3"": 203410, ""4"": 204419}"
65489385,49,19,1970,0,0,6,"{""0"": 107402, ""1"": 202505, ""2"": 201502, ""3"": 203405, ""4"": 204416}"
65489385,50,21,28806,0,0,5,"{""0"": 120406, ""1"": 202416, ""2"": 201407, ""3"": 705601, ""4"": 204412}"
65489385,30,13,0,0,0,4,"{""0"": 104406, ""1"": 202522, ""2"": 201412, ""3"": 203409, ""4"": 204412}"
65489385,88,3,0,0,0,2,"{""0"": 108505, ""1"": 202407, ""2"": 201537, ""3"": 203404, ""4"": 204407}"
65489385,90,11,29045,0,0,5,"{""0"": 118505, ""1"": 202419, ""2"": 201423, ""3"": 705619, ""4"": 204419}"
65480801,74,3,0,0,0,2,"{""0"": 108701, ""1"": 202524, ""2"": 201525, ""3"": 205501, ""4"": 204510}"
65480801,48,3,0,0,0,1,"{""0"": 108506, ""1"": 202209, ""2"": 201503, ""3"": 203510, ""4"": 204405}"
65480801,24,3,0,0,0,2,"{""0"": 108702, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204505}"
65480801,16,9,0,0,0,1,"{""0"": 116702, ""1"": 202503, ""2"": 201526, ""3"": 205508, ""4"": 204506}"
65480801,90,11,0,0,0,2,"{""0"": 118702, ""1"": 202503, ""2"": 201526, ""3"": 205508, ""4"": 204505}"
65480801,10,1,0,0,0,2,"{""0"": 110501, ""1"": 202527, ""2"": 201532, ""3"": 705601, ""4"": 204501}"
65480801,30,13,0,0,0,1,"{""0"": 104502, ""1"": 202522, ""2"": 201524, ""3"": 705601, ""4"": 204409}"
65480801,35,2,0,0,0,1,"{""0"": 111501, ""1"": 202503, ""2"": 201423, ""3"": 203413, ""4"": 204413}"
65480285,33,1,0,0,0,2,"{""0"": 110702, ""1"": 202518, ""2"": 201423, ""3"": 203413, ""4"": 204413}"
65480285,65,16,0,0,0,1,"{""0"": 102504, ""1"": 202512, ""2"": 201535, ""3"": 203503, ""4"": 204502}"
65480285,81,9,0,0,0,1,"{""0"": 116503, ""1"": 202503, ""2"": 201526, ""3"": 203507, ""4"": 204419}"
65480285,38,9,0,0,0,2,"{""0"": 116503, ""1"": 202503, ""2"": 201529, ""3"": 203413, ""4"": 204502}"
65480285,31,7,0,0,0,1,"{""0"": 114701, ""1"": 202529, ""2"": 201518, ""3"": 205501, ""4"": 204507}"
65480285,88,3,0,0,0,1,"{""0"": 108505, ""1"": 202521, ""2"": 201537, ""3"": 705607, ""4"": 204514}"
65480285,48,3,0,0,0,2,"{""0"": 108503, ""1"": 202511, ""2"": 201503, ""3"": 203510, ""4"": 204502}"
65480285,89,9,0,0,0,2,"{""0"": 116503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65479755,7,2,0,0,0,1,"{""0"": 111702, ""1"": 202526, ""2"": 201533, ""3"": 203510, ""4"": 204413}"
65479755,89,9,0,0,0,1,"{""0"": 116702, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65479755,86,1,0,0,0,2,"{""0"": 110701, ""1"": 202515, ""2"": 201509, ""3"": 705614, ""4"": 204502}"
65479755,11,16,0,0,0,2,"{""0"": 102504, ""1"": 202527, ""2"": 201524, ""3"": 203503, ""4"": 204413}"
65479755,80,19,0,0,0,2,"{""0"": 107501, ""1"": 202515, ""2"": 201411, ""3"": 705614, ""4"": 204514}"
65479755,85,13,0,0,0,1,"{""0"": 104501, ""1"": 202527, ""2"": 201524, ""3"": 705601, ""4"": 204413}"
65479755,15,5,0,0,0,2,"{""0"": 112702, ""1"": 202503, ""2"": 201411, ""3"": 205502, ""4"": 204513}"
65479755,11,18,0,0,0,1,"{""0"": 103504, ""1"": 202515, ""2"": 202528, ""3"": 205501, ""4"": 204502}"
65479255,7,2,0,0,0,1,"{""0"": 111702, ""1"": 202526, ""2"": 201533, ""3"": 203510, ""4"": 204413}"
65479255,2,10,0,0,0,2,"{""0"": 117701, ""1"": 202515, ""2"": 201525, ""3"": 203502, ""4"": 204510}"
65479255,11,16,0,0,0,2,"{""0"": 102701, ""1"": 202524, ""2"": 201524, ""3"": 203503, ""4"": 204413}"
65479255,88,3,0,0,0,1,"{""0"": 108701, ""1"": 202515, ""2"": 201525, ""3"": 205501, ""4"": 204510}"
65479255,85,13,0,0,0,2,"{""0"": 104503, ""1"": 202527, ""2"": 201524, ""3"": 705601, ""4"": 204501}"
65479255,18,15,0,0,0,2,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204413}"
65479255,11,18,0,0,0,1,"{""0"": 103504, ""1"": 202515, ""2"": 202528, ""3"": 205501, ""4"": 204502}"
65479255,71,14,0,0,0,1,"{""0"": 105701, ""1"": 202524, ""2"": 201527, ""3"": 203508, ""4"": 204514}"
65478802,7,1,0,0,0,1,"{""0"": 110501, ""1"": 202506, ""2"": 201529, ""3"": 203404, ""4"": 204502}"
65478802,81,9,0,0,0,2,"{""0"": 116503, ""1"": 202412, ""2"": 201526, ""3"": 203510, ""4"": 204405}"
65478802,42,24,0,0,0,1,"{""0"": 130504, ""1"": 202526, ""2"": 201503, ""3"": 203510, ""4"": 204511}"
65478802,21,9,0,0,0,1,"{""0"": 116503, ""1"": 202515, ""2"": 201525, ""3"": 203502, ""4"": 204509}"
65478802,39,18,0,0,0,2,"{""0"": 103701, ""1"": 202505, ""2"": 201525, ""3"": 203502, ""4"": 204510}"
65478802,19,6,0,0,0,2,"{""0"": 113702, ""1"": 202503, ""2"": 201411, ""3"": 203510, ""4"": 204511}"
65478802,56,20,0,0,0,1,"{""0"": 119501, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204501}"
65478802,18,15,0,0,0,2,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204413}"
65478267,7,1,0,0,0,1,"{""0"": 110701, ""1"": 202512, ""2"": 201529, ""3"": 203404, ""4"": 204502}"
65478267,2,10,0,0,0,2,"{""0"": 117701, ""1"": 202515, ""2"": 201525, ""3"": 203502, ""4"": 204510}"
65478267,90,11,0,0,0,1,"{""0"": 118702, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204419}"
65478267,29,2,0,0,0,1,"{""0"": 111702, ""1"": 202526, ""2"": 201503, ""3"": 203507, ""4"": 204413}"
65478267,7,1,0,0,0,2,"{""0"": 110701, ""1"": 202521, ""2"": 201527, ""3"": 203408, ""4"": 204407}"
65478267,89,9,0,0,0,2,"{""0"": 116702, ""1"": 202503, ""2"": 201526, ""3"": 205507, ""4"": 204513}"
65478267,16,9,0,0,0,1,"{""0"": 116702, ""1"": 202514, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65478267,18,15,0,0,0,2,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65477817,4,13,0,0,0,2,"{""0"": 104702, ""1"": 202531, ""2"": 201528, ""3"": 705601, ""4"": 204413}"
65477817,18,15,0,0,0,1,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204413}"
65477817,2,10,0,0,0,1,"{""0"": 117701, ""1"": 202515, ""2"": 201525, ""3"": 203502, ""4"": 204510}"
65477817,65,16,0,0,0,2,"{""0"": 102701, ""1"": 202521, ""2"": 201501, ""3"": 205408, ""4"": 204502}"
65477817,55,14,0,0,0,1,"{""0"": 105502, ""1"": 202522, ""2"": 201524, ""3"": 205406, ""4"": 204413}"
65477817,33,1,0,0,0,1,"{""0"": 110702, ""1"": 202502, ""2"": 201423, ""3"": 705601, ""4"": 204409}"
65477817,7,2,0,0,0,2,"{""0"": 111702, ""1"": 202531, ""2"": 201524, ""3"": 203504, ""4"": 204413}"
65477817,90,11,0,0,0,2,"{""0"": 118702, ""1"": 202508, ""2"": 201505, ""3"": 205508, ""4"": 204502}"
65642262,35,1,0,0,0,1,"{""0"": 110412, ""1"": 202530, ""2"": 201525, ""3"": 203503, ""4"": 204510}"
65642262,44,25,0,0,0,2,"{""0"": 601509, ""1"": 202515, ""2"": 201411, ""3"": 705614, ""4"": 204304}"
65642262,68,1,0,0,0,1,"{""0"": 110502, ""1"": 202531, ""2"": 201524, ""3"": 705601, ""4"": 204413}"
65642262,65,16,0,0,0,1,"{""0"": 102409, ""1"": 202517, ""2"": 201532, ""3"": 205408, ""4"": 204514}"
65642262,18,15,0,0,0,2,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204413}"
65642262,87,24,0,0,0,2,"{""0"": 130701, ""1"": 202503, ""2"": 201533, ""3"": 203507, ""4"": 204513}"
65642262,90,11,0,0,0,2,"{""0"": 118504, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65642262,2,9,0,0,0,1,"{""0"": 116503, ""1"": 202503, ""2"": 201533, ""3"": 705619, ""4"": 204405}"
65641160,18,15,0,0,0,1,"{""0"": 101503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65641160,43,5,0,0,0,1,"{""0"": 112502, ""1"": 202526, ""2"": 201503, ""3"": 203510, ""4"": 204505}"
65641160,77,24,0,0,0,2,"{""0"": 130702, ""1"": 202514, ""2"": 201503, ""3"": 705619, ""4"": 204505}"
65641160,89,9,0,0,0,1,"{""0"": 116503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204410}"
65641160,55,14,0,0,0,2,"{""0"": 105702, ""1"": 202527, ""2"": 201524, ""3"": 203516, ""4"": 204501}"
65641160,65,16,0,0,0,2,"{""0"": 102501, ""1"": 202515, ""2"": 202528, ""3"": 205501, ""4"": 204510}"
65641160,72,11,0,0,0,2,"{""0"": 118504, ""1"": 202529, ""2"": 202528, ""3"": 205501, ""4"": 204502}"
65641160,74,3,0,0,0,1,"{""0"": 108701, ""1"": 202507, ""2"": 201501, ""3"": 705601, ""4"": 204502}"
65640768,76,3,0,0,0,1,"{""0"": 108504, ""1"": 202531, ""2"": 201524, ""3"": 705601, ""4"": 204413}"
65640768,21,9,0,0,0,1,"{""0"": 116701, ""1"": 202529, ""2"": 201518, ""3"": 203502, ""4"": 204507}"
65640768,27,16,0,0,0,1,"{""0"": 102701, ""1"": 202521, ""2"": 201530, ""3"": 203513, ""4"": 204508}"
65640768,61,5,0,0,0,2,"{""0"": 112503, ""1"": 202503, ""2"": 201411, ""3"": 205505, ""4"": 204502}"
65640768,65,16,0,0,0,2,"{""0"": 102501, ""1"": 202515, ""2"": 201501, ""3"": 705614, ""4"": 204502}"
65640768,25,11,0,0,0,1,"{""0"": 118404, ""1"": 202506, ""2"": 201529, ""3"": 203502, ""4"": 204510}"
65640768,60,6,0,0,0,2,"{""0"": 113702, ""1"": 202503, ""2"": 201526, ""3"": 705619, ""4"": 204501}"
65640768,10,20,0,0,0,2,"{""0"": 119701, ""1"": 202515, ""2"": 201509, ""3"": 705614, ""4"": 204502}"
65640121,46,16,0,0,0,2,"{""0"": 102701, ""1"": 202512, ""2"": 201501, ""3"": 705614, ""4"": 204502}"
65640121,79,8,0,0,0,1,"{""0"": 115702, ""1"": 202209, ""2"": 201503, ""3"": 203510, ""4"": 204405}"
65640121,35,1,0,0,0,2,"{""0"": 110501, ""1"": 202527, ""2"": 201524, ""3"": 203516, ""4"": 204407}"
65640121,69,9,0,0,0,2,"{""0"": 116503, ""1"": 202503, ""2"": 201507, ""3"": 205502, ""4"": 204513}"
65640121,22,3,0,0,0,1,"{""0"": 108505, ""1"": 202527, ""2"": 201537, ""3"": 203404, ""4"": 204413}"
65640121,27,9,0,0,0,2,"{""0"": 116701, ""1"": 202515, ""2"": 201525, ""3"": 203513, ""4"": 204502}"
65640121,14,21,0,0,0,1,"{""0"": 120702, ""1"": 202526, ""2"": 201503, ""3"": 205508, ""4"": 204511}"
65640121,58,10,0,0,0,1,"{""0"": 117502, ""1"": 202209, ""2"": 201533, ""3"": 205502, ""4"": 204505}"
65639814,46,16,0,0,0,2,"{""0"": 102701, ""1"": 202515, ""2"": 201501, ""3"": 705614, ""4"": 204502}"
65639814,79,8,0,0,0,2,"{""0"": 115702, ""1"": 202209, ""2"": 201503, ""3"": 203510, ""4"": 204405}"
65639814,74,3,0,0,0,2,"{""0"": 108502, ""1"": 202507, ""2"": 201501, ""3"": 203515, ""4"": 204501}"
65639814,54,8,0,0,0,1,"{""0"": 115702, ""1"": 202503, ""2"": 201505, ""3"": 203413, ""4"": 204509}"
65639814,69,9,0,0,0,1,"{""0"": 116503, ""1"": 202503, ""2"": 201507, ""3"": 205502, ""4"": 204513}"
65639814,27,6,0,0,0,2,"{""0"": 113401, ""1"": 202530, ""2"": 201411, ""3"": 203513, ""4"": 204514}"
65639814,4,3,0,0,0,1,"{""0"": 108502, ""1"": 202524, ""2"": 201524, ""3"": 203504, ""4"": 204409}"
65639814,77,24,0,0,0,1,"{""0"": 130702, ""1"": 202514, ""2"": 201503, ""3"": 203510, ""4"": 204513}"
65639551,10,20,0,0,0,1,"{""0"": 119403, ""1"": 202515, ""2"": 201525, ""3"": 203509, ""4"": 204510}"
65639551,39,18,0,0,0,1,"{""0"": 103701, ""1"": 202506, ""2"": 201525, ""3"": 203502, ""4"": 204502}"
65639551,27,16,0,0,0,2,"{""0"": 102405, ""1"": 202515, ""2"": 201509, ""3"": 203509, ""4"": 204502}"
65639551,29,1,0,0,0,2,"{""0"": 110502, ""1"": 202503, ""2"": 201505, ""3"": 203413, ""4"": 204502}"
65639551,89,9,0,0,0,1,"{""0"": 116702, ""1"": 202514, ""2"": 201520, ""3"": 203510, ""4"": 204513}"
65639551,27,9,0,0,0,1,"{""0"": 116405, ""1"": 202530, ""2"": 201509, ""3"": 203513, ""4"": 204514}"
65639551,89,9,0,0,0,2,"{""0"": 116503, ""1"": 202503, ""2"": 201526, ""3"": 203510, ""4"": 204410}"
65639551,44,25,0,0,0,2,"{""0"": 601504, ""1"": 202408, ""2"": 201537, ""3"": 705601, ""4"": 204409}"
65629802,6,8,41180,8600,-54,8,"{""0"": 115402, ""1"": 202420, ""2"": 201404, ""3"": 203415, ""4"": 204408}"
65629802,44,25,0,8672,43,2,"{""0"": 131508, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65629802,87,24,0,8502,-50,7,"{""0"": 130504, ""1"": 202503, ""2"": 201519, ""3"": 203512, ""4"": 204406}"
65629802,27,2,2057,8864,4,4,"{""0"": 111404, ""1"": 202521, ""2"": 201408, ""3"": 203513, ""4"": 204508}"
65629802,46,16,0,8860,-33,5,"{""0"": 102412, ""1"": 202504, ""2"": 201501, ""3"": 205407, ""4"": 204507}"
65629802,44,25,7587,8888,-34,6,"{""0"": 131402, ""1"": 202408, ""2"": 201537, ""3"": 203516, ""4"": 204409}"
65629802,89,9,18509,8461,8,4,"{""0"": 116403, ""1"": 202514, ""2"": 201520, ""3"": 205505, ""4"": 204513}"
65629802,80,19,3794,9011,-56,8,"{""0"": 107403, ""1"": 202411, ""2"": 201414, ""3"": 203414, ""4"": 204304}"
65629802,10,20,0,8419,-52,8,"{""0"": 119404, ""1"": 202405, ""2"": 201418, ""3"": 205304, ""4"": 204408}"
65629802,56,20,8257,9009,73,1,"{""0"": 119503, ""1"": 202503, ""2"": 201520, ""3"": 705619, ""4"": 204512}"
65629802,9,10,9389,8426,34,3,"{""0"": 117406, ""1"": 202529, ""2"": 201502, ""3"": 205408, ""4"": 204504}"
65629802,6,8,0,8787,-32,6,"{""0"": 115402, ""1"": 202525, ""2"": 201525, ""3"": 205305, ""4"": 204504}"
65629802,17,5,7911,8947,41,2,"{""0"": 112702, ""1"": 202511, ""2"": 201503, ""3"": 205502, ""4"": 204410}"
65629802,5,6,3087,8326,-48,7,"{""0"": 113408, ""1"": 202503, ""2"": 201409, ""3"": 203403, ""4"": 204419}"
65629802,82,21,892,8635,32,3,"{""0"": 120405, ""1"": 202504, ""2"": 201527, ""3"": 203408, ""4"": 204504}"
65629802,12,6,44434,8593,77,1,"{""0"": 113412, ""1"": 202209, ""2"": 201503, ""3"": 203507, ""4"": 204505}"
65629802,49,19,0,8455,-30,6,"{""0"": 107402, ""1"": 202420, ""2"": 202528, ""3"": 203502, ""4"": 204402}"
65629802,58,10,0,9117,-56,7,"{""0"": 117505, ""1"": 202501, ""2"": 201533, ""3"": 203410, ""4"": 204406}"
65629802,90,11,42185,8499,-29,5,"{""0"": 118405, ""1"": 202503, ""2"": 201520, ""3"": 705619, ""4"": 204505}"
65629802,1,18,0,8424,77,1,"{""0"": 103402, ""1"": 202505, ""2"": 201535, ""3"": 203408, ""4"": 204502}"
65629802,80,19,3794,8736,-31,5,"{""0"": 107402, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204304}"
65629802,54,8,6143,8799,6,4,"{""0"": 115405, ""1"": 202503, ""2"": 201505, ""3"": 203413, ""4"": 204509}"
65629802,22,3,0,8436,45,2,"{""0"": 108505, ""1"": 202517, ""2"": 201537, ""3"": 203404, ""4"": 204407}"
65629802,1,14,0,9003,30,3,"{""0"": 105407, ""1"": 202507, ""2"": 201528, ""3"": 203404, ""4"": 204501}"
65629217,40,6,0,8658,11,2,"{""0"": 113701, ""1"": 202529, ""2"": 201521, ""3"": 205305, ""4"": 204504}"
65629217,89,9,0,8644,-60,7,"{""0"": 116409, ""1"": 202404, ""2"": 201422, ""3"": 203501, ""4"": 204419}"
65629217,46,16,28263,8397,28,3,"{""0"": 102412, ""1"": 202515, ""2"": 201509, ""3"": 203509, ""4"": 204407}"
65629217,52,24,0,8553,-37,6,"{""0"": 130504, ""1"": 202404, ""2"": 201503, ""3"": 203410, ""4"": 204406}"
65629217,15,6,31130,8637,118,1,"{""0"": 113412, ""1"": 202209, ""2"": 201503, ""3"": 203507, ""4"": 204505}"
65629217,89,9,8431,8510,-23,4,"{""0"": 116502, ""1"": 202501, ""2"": 201526, ""3"": 705619, ""4"": 204410}"
65629217,53,13,27277,8330,15,2,"{""0"": 104403, ""1"": 202407, ""2"": 201537, ""3"": 705607, ""4"": 204303}"
65629217,59,2,41478,8332,-56,7,"{""0"": 111406, ""1"": 202411, ""2"": 201304, ""3"": 203406, ""4"": 204402}"
65629217,27,9,17635,8507,28,3,"{""0"": 116405, ""1"": 202521, ""2"": 201523, ""3"": 203513, ""4"": 204514}"
65629217,36,5,13676,8420,-58,7,"{""0"": 112408, ""1"": 202412, ""2"": 201420, ""3"": 205508, ""4"": 204406}"
65629217,80,19,3794,8335,122,1,"{""0"": 107501, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65629217,32,5,4717,8501,28,3,"{""0"": 112701, ""1"": 201534, ""2"": 201518, ""3"": 205501, ""4"": 204507}"
65629217,65,16,0,8377,-37,6,"{""0"": 102406, ""1"": 202524, ""2"": 201523, ""3"": 205304, ""4"": 204402}"
65629217,45,4,9862,8408,-32,5,"{""0"": 109404, ""1"": 202416, ""2"": 201422, ""3"": 203409, ""4"": 204412}"
65629217,47,4,0,8476,-23,4,"{""0"": 109702, ""1"": 202514, ""2"": 201423, ""3"": 203413, ""4"": 204419}"
65629217,1,18,0,8474,-37,6,"{""0"": 103501, ""1"": 202505, ""2"": 201417, ""3"": 203408, ""4"": 204402}"
65629217,84,18,8261,8303,-30,5,"{""0"": 103503, ""1"": 202505, ""2"": 201418, ""3"": 203407, ""4"": 204507}"
65629217,28,3,0,8397,-23,4,"{""0"": 104405, ""1"": 202503, ""2"": 201504, ""3"": 705619, ""4"": 204406}"
65629217,79,8,41406,8400,13,2,"{""0"": 115504, ""1"": 202501, ""2"": 201503, ""3"": 203510, ""4"": 204414}"
65629217,56,20,8257,8684,-34,5,"{""0"": 119503, ""1"": 202503, ""2"": 201520, ""3"": 203410, ""4"": 204419}"
65629217,56,20,0,8424,120,1,"{""0"": 119503, ""1"": 202503, ""2"": 201526, ""3"": 203507, ""4"": 204506}"
65628815,80,19,3794,8540,0,4,"{""0"": 107501, ""1"": 202515, ""2"": 201411, ""3"": 705614, ""4"": 204414}"
65628815,2,10,10525,8303,-17,6,"{""0"": 117406, ""1"": 202510, ""2"": 201525, ""3"": 205408, ""4"": 204418}"
65628815,32,5,0,8729,-48,8,"{""0"": 112406, ""1"": 202420, ""2"": 201421, ""3"": 205305, ""4"": 204408}"
65628815,1,16,2576,8325,2,4,"{""0"": 102504, ""1"": 202512, ""2"": 201529, ""3"": 203408, ""4"": 204514}"
65628815,39,18,44409,8496,-46,8,"{""0"": 103501, ""1"": 202418, ""2"": 201421, ""3"": 203405, ""4"": 204418}"
65628815,48,3,5423,8578,-45,5,"{""0"": 108506, ""1"": 202511, ""2"": 201503, ""3"": 203512, ""4"": 204410}"
65628815,80,19,0,8863,11,3,"{""0"": 107402, ""1"": 202513, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65628815,46,16,0,8789,13,3,"{""0"": 102701, ""1"": 202515, ""2"": 201501, ""3"": 205407, ""4"": 204502}"
65628815,22,3,21346,8615,-62,7,"{""0"": 108403, ""1"": 202406, ""2"": 201501, ""3"": 203414, ""4"": 204417}"
65628815,65,16,0,8356,42,2,"{""0"": 102504, ""1"": 202524, ""2"": 201501, ""3"": 203404, ""4"": 204502}"
65628815,76,3,0,9057,-64,7,"{""0"": 108501, ""1"": 202522, ""2"": 201413, ""3"": 203402, ""4"": 204401}"
65628815,44,25,0,9105,36,2,"{""0"": 131503, ""1"": 202529, ""2"": 201525, ""3"": 203514, ""4"": 204502}"
65628815,44,25,7587,8801,103,1,"{""0"": 131504, ""1"": 202421, ""2"": 201537, ""3"": 705607, ""4"": 204409}"
65628815,16,9,14182,9152,-51,5,"{""0"": 116409, ""1"": 202503, ""2"": 201504, ""3"": 205505, ""4"": 204419}"
65628815,70,6,11421,8422,-60,7,"{""0"": 113502, ""1"": 202420, ""2"": 201404, ""3"": 205501, ""4"": 204418}"
65628815,86,1,22989,8939,-50,8,"{""0"": 110410, ""1"": 202423, ""2"": 201418, ""3"": 205308, ""4"": 204417}"
65628815,42,24,12496,8872,101,1,"{""0"": 130504, ""1"": 202503, ""2"": 201423, ""3"": 205507, ""4"": 204410}"
65628815,52,24,1477,8712,40,2,"{""0"": 130504, ""1"": 202209, ""2"": 201503, ""3"": 205502, ""4"": 204410}"
65628815,89,9,18509,8537,15,3,"{""0"": 116403, ""1"": 202514, ""2"": 201423, ""3"": 705619, ""4"": 204410}"
65628815,46,16,24118,8514,105,1,"{""0"": 102504, ""1"": 202513, ""2"": 201501, ""3"": 205401, ""4"": 204502}"
65628815,1,18,0,8493,-19,6,"{""0"": 103402, ""1"": 202505, ""2"": 201417, ""3"": 203408, ""4"": 204402}"
65628815,55,14,5303,9584,-27,6,"{""0"": 105402, ""1"": 202503, ""2"": 201413, ""3"": 205406, ""4"": 204512}"
65628815,84,18,8261,8346,-43,5,"{""0"": 103503, ""1"": 202505, ""2"": 201418, ""3"": 203503, ""4"": 204507}"
65628815,70,6,9394,9196,-6,4,"{""0"": 113701, ""1"": 202525, ""2"": 201502, ""3"": 205501, ""4"": 204510}"
65628251,80,19,3794,8524,16,3,"{""0"": 107403, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65628251,72,11,3959,8614,-52,8,"{""0"": 118406, ""1"": 202418, ""2"": 201421, ""3"": 203405, ""4"": 204416}"
65628251,32,5,0,8682,47,2,"{""0"": 112404, ""1"": 202525, ""2"": 201518, ""3"": 205305, ""4"": 204510}"
65628251,84,18,8261,8310,-23,5,"{""0"": 103503, ""1"": 202505, ""2"": 201501, ""3"": 203503, ""4"": 204507}"
65628251,87,24,1962,8322,-55,6,"{""0"": 130504, ""1"": 202503, ""2"": 201409, ""3"": 203512, ""4"": 204406}"
65628251,80,19,18582,8562,-50,8,"{""0"": 107403, ""1"": 202411, ""2"": 201414, ""3"": 203407, ""4"": 204304}"
65628251,3,19,26468,8600,-22,4,"{""0"": 107502, ""1"": 202503, ""2"": 205503, ""3"": 203510, ""4"": 204419}"
65628251,34,23,7069,8470,75,1,"{""0"": 122502, ""1"": 202503, ""2"": 201520, ""3"": 705619, ""4"": 204513}"
65628251,12,7,30990,8376,-20,4,"{""0"": 114407, ""1"": 202503, ""2"": 205503, ""3"": 203501, ""4"": 204406}"
65628251,90,11,38598,8647,14,3,"{""0"": 118501, ""1"": 202508, ""2"": 201503, ""3"": 205508, ""4"": 204513}"
65628251,8,22,2801,8460,-57,6,"{""0"": 121504, ""1"": 202510, ""2"": 201521, ""3"": 205501, ""4"": 204408}"
65628251,69,9,700,8678,-27,5,"{""0"": 116404, ""1"": 202404, ""2"": 201413, ""3"": 203411, ""4"": 204412}"
65628251,36,5,13676,8426,-50,7,"{""0"": 112408, ""1"": 202412, ""2"": 705620, ""3"": 205508, ""4"": 204406}"
65628251,89,9,18509,8488,49,2,"{""0"": 116702, ""1"": 202514, ""2"": 201503, ""3"": 705619, ""4"": 204505}"
65628251,53,13,27277,8302,51,2,"{""0"": 104504, ""1"": 202527, ""2"": 201537, ""3"": 705607, ""4"": 204501}"
65628251,46,16,24118,8569,-50,7,"{""0"": 102406, ""1"": 202413, ""2"": 201501, ""3"": 203412, ""4"": 204402}"
65628251,1,14,44286,8513,-20,4,"{""0"": 105407, ""1"": 202507, ""2"": 201523, ""3"": 705607, ""4"": 204417}"
65628251,83,6,0,8672,-59,6,"{""0"": 113405, ""1"": 202511, ""2"": 705620, ""3"": 705619, ""4"": 204415}"
65628251,62,11,0,8354,-50,8,"{""0"": 118407, ""1"": 202412, ""2"": 201405, ""3"": 203506, ""4"": 204503}"
65628251,60,6,44468,8583,75,1,"{""0"": 113408, ""1"": 202503, ""2"": 201526, ""3"": 203507, ""4"": 204410}"
65628251,84,18,8261,8328,18,3,"{""0"": 103503, ""1"": 202505, ""2"": 201509, ""3"": 203503, ""4"": 204507}"
65628251,28,3,0,8437,-50,7,"{""0"": 108501, ""1"": 202307, ""2"": 201504, ""3"": 705619, ""4"": 204406}"
